student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
1376,13.5,83.6,5.3,66.2,C
1377,10.3,95.6,6.7,85.9,A
1378,22.3,78.0,5.2,95.6,A
1379,10.8,89.4,5.5,76.8,B
1380,27.8,89.7,4.4,100.0,A
1381,19.7,87.9,5.1,94.4,A
1382,11.6,91.0,7.0,98.7,A
1383,30.1,72.7,7.0,100.0,A
1384,10.8,64.0,4.9,61.6,C
1385,20.2,91.0,4.9,100.0,A
1386,17.1,87.8,5.5,94.1,A
1387,24.1,71.3,3.9,100.0,A
1388,25.9,88.4,8.8,100.0,A
1389,15.2,85.9,4.5,82.9,B
1390,9.7,83.7,5.4,63.3,C
1391,18.2,84.6,5.2,93.0,A
1392,10.3,83.2,10.0,68.4,C
1393,29.1,75.4,1.4,100.0,A
1394,16.0,79.7,7.7,100.0,A
1395,12.4,83.4,4.1,63.5,C
1396,16.3,100.0,7.0,91.8,A
1397,5.6,99.2,7.9,53.1,D
1398,8.2,99.3,7.0,53.4,D
1399,23.4,88.8,0.6,95.6,A
1400,10.4,96.5,3.6,80.9,B
1401,7.7,56.1,4.6,56.7,C
1402,18.8,76.8,8.7,87.5,A
1403,23.3,84.2,7.8,100.0,A
1404,20.0,90.9,5.5,100.0,A
1405,22.0,84.2,6.0,100.0,A
1406,9.7,64.4,4.8,52.9,D
1407,5.0,96.4,3.6,67.4,C
1408,25.5,74.8,5.6,100.0,A
1409,12.7,84.8,5.8,76.7,B
1410,13.2,87.9,2.8,60.9,C
1411,24.3,91.8,9.8,100.0,A
1412,18.9,88.8,5.7,99.5,A
1413,18.2,82.0,3.5,100.0,A
1414,30.2,76.2,7.1,100.0,A
1415,10.5,89.7,7.0,76.2,B
1416,21.5,81.2,7.3,100.0,A
1417,15.4,86.5,4.8,89.4,A
1418,16.9,67.8,8.0,90.4,A
1419,25.7,89.7,7.2,100.0,A
1420,18.6,81.2,5.6,91.9,A
1421,18.8,74.1,4.9,100.0,A
1422,22.5,90.8,4.1,100.0,A
1423,12.4,79.7,7.7,74.9,B
1424,9.1,78.7,9.7,46.7,D
1425,7.7,72.6,7.6,66.0,C
1426,1.2,90.6,8.1,50.3,D
1427,29.4,93.1,7.5,100.0,A
1428,7.3,76.8,4.9,55.8,C
1429,13.5,90.5,4.0,84.8,B
1430,13.1,69.1,8.6,88.4,A
1431,17.2,83.6,3.9,96.4,A
1432,20.7,79.2,7.8,100.0,A
1433,21.0,78.9,9.1,94.8,A
1434,10.9,97.9,5.1,77.5,B
1435,13.8,90.3,4.5,79.2,B
1436,17.0,76.4,4.3,93.1,A
1437,13.3,83.3,7.7,100.0,A
1438,26.3,91.1,4.1,100.0,A
1439,18.4,91.5,2.1,70.5,B
1440,20.1,81.6,5.4,95.8,A
1441,19.6,87.7,7.2,97.0,A
1442,23.2,89.9,1.7,100.0,A
1443,16.3,70.5,8.4,88.2,A
1444,5.9,79.7,7.5,80.6,B
1445,17.8,90.4,3.7,93.0,A
1446,10.4,68.1,6.8,50.3,D
1447,11.3,92.5,5.0,84.8,B
1448,19.1,81.6,6.7,100.0,A
1449,23.7,82.8,4.6,92.5,A
1450,15.1,79.0,6.1,86.2,A
1451,17.2,74.2,5.6,84.5,B
1452,26.9,92.5,5.2,93.9,A
1453,16.7,69.9,8.3,88.9,A
1454,33.2,70.7,4.5,100.0,A
1455,19.0,79.9,7.7,100.0,A
1456,2.7,85.9,6.0,44.8,D
1457,20.3,93.5,4.9,100.0,A
1458,17.7,84.8,8.6,92.2,A
1459,24.0,83.5,3.3,100.0,A
1460,19.7,78.6,2.2,100.0,A
1461,14.0,86.1,6.1,93.4,A
1462,6.4,73.6,5.1,66.5,C
1463,13.5,73.8,4.0,83.1,B
1464,9.0,78.0,4.5,66.8,C
1465,10.9,92.4,3.1,89.2,A
1466,19.1,79.3,8.5,94.0,A
1467,26.7,75.8,7.2,100.0,A
1468,17.8,93.2,5.7,90.5,A
1469,6.6,100.0,6.0,63.5,C
1470,18.1,81.3,4.5,93.4,A
1471,23.4,84.8,6.0,87.3,A
1472,10.7,76.6,10.0,89.9,A
1473,14.1,88.1,3.2,86.6,A
1474,15.1,71.9,6.4,88.0,A
1475,9.5,93.9,2.2,63.3,C
1476,19.5,80.8,6.6,98.9,A
1477,14.2,81.4,4.0,87.0,A
1478,17.9,79.7,2.8,78.6,B
1479,8.8,87.3,8.3,78.2,B
1480,11.9,84.9,2.4,84.0,B
1481,20.1,100.0,7.0,88.7,A
1482,12.4,91.1,9.1,92.6,A
1483,27.1,68.4,2.6,100.0,A
1484,12.2,77.8,4.4,79.3,B
1485,16.6,87.7,4.5,92.6,A
1486,21.5,100.0,4.9,100.0,A
1487,5.1,75.6,7.8,54.4,D
1488,2.7,99.9,6.9,56.1,C
1489,4.3,73.1,6.8,54.7,D
1490,23.8,89.7,4.4,100.0,A
1491,11.1,91.4,6.3,100.0,A
1492,32.9,91.6,4.8,100.0,A
1493,11.1,96.0,3.1,78.5,B
1494,16.3,86.0,4.3,75.6,B
1495,25.8,89.2,5.4,100.0,A
1496,29.0,85.5,4.5,100.0,A
1497,29.4,81.1,7.7,100.0,A
1498,23.5,96.0,1.5,100.0,A
1499,22.2,74.0,5.7,100.0,A
1500,19.1,84.3,4.1,95.2,A
